##FastQC	0.11.9
>>Basic Statistics	pass
#Measure	Value
Filename	32_4G_both_S23_L008_R2_001.fastq.gz
File type	Conventional base calls
Encoding	Sanger / Illumina 1.9
Total Sequences	11820174
Sequences flagged as poor quality	0
Sequence length	101
%GC	51
>>END_MODULE
>>Per base sequence quality	pass
#Base	Mean	Median	Lower Quartile	Upper Quartile	10th Percentile	90th Percentile
1106	70-71	-0.18451759853532224
1106	72-73	-0.08703845739458416
1106	74-75	-0.18524099784141868
1106	76-77	-0.18248867774597244
1106	78-79	-0.027064920123301306
1106	80-81	-0.14970148221470225
1106	82-83	-0.2098134544297281
1106	84-85	-0.18616569024168683
1106	86-87	-0.19207551204508633
1106	88-89	-0.21290911759408004
1106	90-91	-0.18130467020192498
1106	92-93	-0.195111243343689
1106	94-95	-0.22531437671902665
1106	96-97	-0.21419371104185103
1106	98-99	-0.15615757706041933
1106	100-101	-0.0565130931620601
1107	1	-0.47778030600280985
1107	2	-0.22515041214003872
1107	3	-0.7060409471632596
1107	4	-0.6143366019759284
1107	5	-0.5325130300483778
1107	6	-0.5667836897097231
1107	7	-0.5600876943278124
1107	8	-0.5117544285538216
1107	9	-0.515594736794597
1107	10-11	-0.49681121570684184
1107	12-13	-0.48905567570331243
1107	14-15	-0.5113190409030324
1107	16-17	-0.08982252298685722
1107	18-19	-0.047524592167100366
1107	20-21	0.008764579449021426
1107	22-23	-0.0011666615462857521
1107	24-25	0.03157466075075632
1107	26-27	0.011602516654555473
1107	28-29	-0.053755167876254006
1107	30-31	-0.18453484344875193
1107	32-33	0.1012162650506383
1107	34-35	0.01759264138538441
1107	36-37	0.01998903137677388
1107	38-39	-0.03323216770333204
1107	40-41	-0.05815900844247324
1107	42-43	-0.004705646121088591
1107	44-45	-0.022609254567626635
1107	46-47	0.04785181556847817
1107	48-49	0.10332717592380902
1107	50-51	0.11379144142298969
1107	52-53	0.03557295851747
1107	54-55	0.21295749667438457
1107	56-57	0.04844405592673695
1107	58-59	0.05263875637695037
1107	60-61	0.1269479712131556
1107	62-63	-0.013030772698819248
1107	64-65	0.063776679480398
1107	66-67	0.09868469144124248
1107	68-69	0.08833600017251797
1107	70-71	0.02719785647496309
1107	72-73	0.06626522972436533
1107	74-75	0.0876816604509898
1107	76-77	0.04397967201683883
1107	78-79	0.18104054599087505
1107	80-81	0.01333025010685418
1107	82-83	-0.0425359599381423
1107	84-85	0.09410039310314744
1107	86-87	0.029383014447631695
1107	88-89	-0.016199639399900434
1107	90-91	-0.06587720153295606
1107	92-93	-0.03961587453378712
1107	94-95	0.09507777052832012
1107	96-97	-0.022247020485480107
1107	98-99	0.19233409403602053
1107	100-101	0.24432283409316113
1108	1	-0.5463578172787358
1108	2	-0.36749732189662865
1108	3	-0.8039679821099313
1108	4	-0.6350626346760393
1108	5	-0.45663579890543105
1108	6	-0.6593667105304704
1108	7	-0.6855412801669232
1108	8	-0.6934945007598401
1108	9	-0.5264625891497587
1108	10-11	-0.6869771325034435
1108	12-13	-0.6802234950650217
1108	14-15	-0.7736328848502296
1108	16-17	-0.20496946543442363
1108	18-19	0.021557992348895993
1108	20-21	0.05275064047143019
1108	22-23	-0.019412847504916897
1108	24-25	0.059149963428467345
1108	26-27	0.08170200884718071
1108	28-29	0.02993038524389391
1108	30-31	0.0035805625839344657
1108	32-33	0.17021649937947103
1108	34-35	0.07327002698016116
1108	36-37	0.08477119837701963
1108	38-39	-0.024857328630190523
1108	40-41	-0.055211986746570574
1108	42-43	0.05259911202349343
1108	44-45	0.09335024728876817
1108	46-47	0.09123879899601661
1108	48-49	0.12687428820788682
1108	50-51	0.10105210173922785
1108	52-53	0.0073867461510133126
1108	54-55	0.270136134780806
1108	56-57	0.09591489100152017
1108	58-59	0.13107124532581338
1108	60-61	0.17768823030101544
1108	62-63	0.11344992192041303
1108	64-65	0.1186178118242367
1108	66-67	0.14000526936222712
1108	68-69	0.2026194073481946
1108	70-71	0.08904017813698317
1108	72-73	0.08747047705338673
1108	74-75	0.10031964149603567
1108	76-77	0.21205275651796995
1108	78-79	0.21355825365345993
1108	80-81	0.1281594163190718
1108	82-83	0.0594244549170142
1108	84-85	0.027495727794530467
1108	86-87	0.15823908346071391
1108	88-89	0.01263905808286836
1108	90-91	-0.046045900502605264
1108	92-93	0.04416368294116069
1108	94-95	0.1000643901797531
1108	96-97	0.10142546454662238
1108	98-99	0.2003275185944986
1108	100-101	0.22554106054710132
1109	1	-0.28816817017339247
1109	2	-0.24883177430968217
1109	3	-0.7081798274423932
1109	4	-0.6708022896308563
1109	5	-0.3628839914606843
1109	6	-0.6833446959073868
1109	7	-0.5956151178288351
1109	8	-0.7436166524161507
1109	9	-0.5450958618362449
1109	10-11	-0.6156863867313263
1109	12-13	-0.5483039390387034
1109	14-15	-0.48027881060347966
1109	16-17	-0.23789362308874473
1109	18-19	-0.1431119867511086
1109	20-21	-0.03311228670786903
1109	22-23	-0.06071795016558923
1109	24-25	0.012661920064225285
1109	26-27	0.010084856366859185
1109	28-29	-0.193146021428376
1109	30-31	-0.020660210829007042
1109	32-33	0.058181315602439554
1109	34-35	-0.030125576199573345
1109	36-37	-0.0760588177151007
1109	38-39	-0.1734168061095005
1109	40-41	-0.19786752458981738
1109	42-43	-0.12428770721685822
1109	44-45	-0.0371654820759062
1109	46-47	0.08624492139992412
1109	48-49	0.07899502774533573
1109	50-51	0.09119886969882884
1109	52-53	-0.075689590158035
1109	54-55	0.15740855404528276
1109	56-57	0.03924368649890653
1109	58-59	0.05094121679411501
1109	60-61	-0.0837091890786894
1109	62-63	-0.1754651420314275
1109	64-65	-0.08615185572652706
1109	66-67	0.022826838366221125
1109	68-69	0.08927715057109253
1109	70-71	-0.11991864683506037
1109	72-73	-0.08346854393555247
1109	74-75	-0.008611551533491024
1109	76-77	0.12678467766647117
1109	78-79	0.20940672617992817
1109	80-81	-0.059514990073900265
1109	82-83	-0.015932634004848012
1109	84-85	0.04453480831566026
1109	86-87	0.031391180918646455
1109	88-89	-0.10938296751754706
1109	90-91	-0.12526548219543798
1109	92-93	-0.05803142807150152
1109	94-95	-0.10037059831564221
1109	96-97	-0.02726586566479483
1109	98-99	0.08784616685743174
1109	100-101	0.11760138852074675
1110	1	-0.2558621308475004
1110	2	-0.061030641350626524
1110	3	-0.42942716482387766
1110	4	-0.22931092747466408
1110	5	-0.29466526983458863
1110	6	-0.4422627003199793
1110	7	-0.3258545455928967
1110	8	-0.26055077730920573
1110	9	-0.1400819838028866
1110	10-11	-0.08304655838000485
1110	12-13	-0.07882112202305791
1110	14-15	0.04848114985997398
1110	16-17	0.0969922225300266
1110	18-19	-9.336535633934773E-4
1110	20-21	0.034665746992793345
1110	22-23	0.14248695423550828
1110	24-25	0.19585030547957416
1110	26-27	0.12434607754249782
1110	28-29	0.10046754645541967
1110	30-31	0.102735920354732
1110	32-33	0.18119699029531944
1110	34-35	0.13990197756566403
1110	36-37	0.08254282490893416
1110	38-39	0.05298926963234152
1110	40-41	0.0708515908503955
1110	42-43	0.1119774622571228
1110	44-45	0.16508801158733633
1110	46-47	0.23511020294657214
1110	48-49	0.19517021298047155
1110	50-51	0.16448752169228698
1110	52-53	0.060673522880101416
1110	54-55	0.23539150163045264
1110	56-57	0.1316455880924181
1110	58-59	0.22214377833852694
1110	60-61	0.2386968195212944
1110	62-63	0.14794081871356468
1110	64-65	0.23497911029539154
1110	66-67	0.2522335622308063
1110	68-69	0.2724272317755094
1110	70-71	0.17411988470816198
1110	72-73	0.1205934887739204
1110	74-75	0.22429140855496144
1110	76-77	0.16826975095847985
1110	78-79	0.25205053554144996
1110	80-81	0.09283592413425623
1110	82-83	0.12969317923321455
1110	84-85	0.3067476949673207
1110	86-87	0.2364505211991954
1110	88-89	0.14949634105135345
1110	90-91	0.1208672916538589
1110	92-93	0.18975269269719774
1110	94-95	0.1829952455903907
1110	96-97	0.09913911266308872
1110	98-99	0.23747114016534
1110	100-101	0.23141776541032755
1111	1	-0.047873002113838936
1111	2	-0.1305440303225609
1111	3	-0.25287737067164784
1111	4	-0.25440645546063934
1111	5	-0.08651690748948226
1111	6	-0.08964459312551298
1111	7	-0.02632361395773586
1111	8	0.08455406561202494
1111	9	0.1254610186052858
1111	10-11	0.11946254834606407
1111	12-13	0.1437628235763242
1111	14-15	0.16680550856686693
1111	16-17	0.22862773409683967
1111	18-19	0.22634649908716398
1111	20-21	0.2379802330477716
1111	22-23	0.21507334189296756
1111	24-25	0.2609684897496649
1111	26-27	0.22809036245875092
1111	28-29	0.1178490187262824
1111	30-31	0.1605535984660662
1111	32-33	0.3252326838933328
1111	34-35	0.24181849919995813
1111	36-37	0.2722340081417727
1111	38-39	0.199059969624642
1111	40-41	0.036578872456360045
1111	42-43	0.1464818485445747
1111	44-45	0.2075421789791818
1111	46-47	0.2769510332133933
1111	48-49	0.2420941489114199
1111	50-51	0.1559717073122897
1111	52-53	0.13551571863289524
1111	54-55	0.3842130620177002
1111	56-57	0.2222710605743785
1111	58-59	0.20040219912517898
1111	60-61	0.2311662037827702
1111	62-63	0.23058361329225363
1111	64-65	0.23469965551733196
1111	66-67	0.2502184484870966
1111	68-69	0.2928144474275882
1111	70-71	0.2208428779862146
1111	72-73	0.1337438203066199
1111	74-75	0.20292568534932798
1111	76-77	0.305568678306102
1111	78-79	0.339191160905564
1111	80-81	0.22152165720086003
1111	82-83	0.1425788284650693
1111	84-85	0.2159004589141844
1111	86-87	0.28063223676524274
1111	88-89	0.17781418021083084
1111	90-91	0.09829400139147282
1111	92-93	0.15731121543872462
1111	94-95	0.1698641388595803
1111	96-97	0.21645756941880734
1111	98-99	0.362262912081178
1111	100-101	0.29732257464173983
1112	1	0.1669483774671079
1112	2	0.03741143043149364
1112	3	0.07899300183085955
1112	4	0.18723644783925408
1112	5	0.17393584764906223
1112	6	0.23596740959924745
1112	7	0.23974333120973768
1112	8	0.3262755348855677
1112	9	0.265985696718964
1112	10-11	0.27268097161098126
1112	12-13	0.25367651472763697
1112	14-15	0.2712856868673157
1112	16-17	0.3879974624532494
1112	18-19	0.3233391140000279
1112	20-21	0.3089511328181018
1112	22-23	0.30880880486629536
1112	24-25	0.3756064517137858
1112	26-27	0.3282079986104449
1112	28-29	0.3025462724129895
1112	30-31	0.23190479930312335
1112	32-33	0.41914291923191627
1112	34-35	0.3845935376417984
1112	36-37	0.33917542412194024
1112	38-39	0.3358816950492951
1112	40-41	0.30048990486055516
1112	42-43	0.33371619505406613
1112	44-45	0.2694322505091833
1112	46-47	0.30635139476289197
1112	48-49	0.30689291692858234
1112	50-51	0.2939785883874748
1112	52-53	0.27415016691376337
1112	54-55	0.43709085412777426
1112	56-57	0.3068435746700544
1112	58-59	0.3215113943217318
1112	60-61	0.4182478368608713
1112	62-63	0.38181797739842693
1112	64-65	0.3944488942675193
